ID	IslandID	PartID	ZoneID	Zone	Number	IndexName_1	Featured	SpokenName_1	PhoneticName_1	Speaker_1	SpeakerID_1	Start_1	End_1	IndexName_2	SpokenName_2	PhoneticName_2	Speaker_2	SpeakerID_2	Start_2	End_2	IndexName_3	SpokenName_3	PhoneticName_3	Speaker_3	SpeakerID_3	Start_3	End_3	CommonName_1	UnspokenName_1	ExtendedName_1	ExtendedName_2	VariantName_1	MisspelledName_1	Note_Speech	Note_Spelling	Note_Name	Note_Place	Group_1	GroupID_1	Group_2	GroupID_2	Transliteration	Addenda_Zone	SeeType	SeeText	SeeZone_1	SeeZoneID_1	SeeName_1	SeeNameID_1	SeeID_1	SeeZone_2	SeeZoneID_2	SeeName_2	SeeNameID_2	SeeID_2	SeeZone_3	SeeZoneID_3	SeeName_3	SeeNameID_3	SeeID_3	SeeZone_4	SeeZoneID_4	SeeName_4	SeeNameID_4	SeeID_4	KindPrefix_1	Kind_1	KindID_1	KindPlural_1	KindName_1	Super_1	Super_1.a	Super_1.1	KindPrefix_2	Kind_2	KindID_2	KindPlural_2	KindName_2	Super_2	Super_2.a	Kind_3	KindID_3	KindPlural_3	KindName_3	Super_3	Super_3.a	Kind_4	KindID_4	KindPlural_4	KindName_4	Super_4	Super_4.a	Kind_5	KindID_5	KindPlural_5	KindName_5	Kind_6	KindID_6	KindPlural_6	KindName_6	Kind_7	KindID_7	KindPlural_7	KindName_7
pn_zo_79-14			zo_79	Waihi	14	Waitekauri		Waitekauri	WAI-te-KAUri	Huhurere Tukukino	sp_38	37.79	39.07																																																						locality	fe_154		Waitekauri																																		
pn_zo_79-15			zo_79	Waihi	15	Waitete		Waitete	WAI-TEte	Huhurere Tukukino	sp_38	40.12	41.11																																																						stream	fe_268		Waitete Stream																																		
pn_zo_80-0			zo_80	Whangamatā	0	Intro		Zone 80: Whangamatā		Hugh Young	sp_37	0.47	2.52															Zone 80: Whangamatā																																																																												
pn_zo_80-1			zo_80	Whangamatā	1	Hātonga		Hātonga	HĀ-TOnga	Huhurere Tukukino	sp_38	4.57	5.45																																																						river	fe_231		Hātonga River																																		
pn_zo_80-2			zo_80	Whangamatā	2	Hauturu		Hauturu	HAU-TUru	Huhurere Tukukino	sp_38	6.33	7.15															Clark Island									the largest of the Whangamatā Islands: the others (unspoken) are Whenuakura (Donut Island), Rawengaiti and the Maukaha Rocks																														island	fe_134		Clark Island																																		
pn_zo_80-3			zo_80	Whangamatā	3	Hīhī		Hīhī	HĪ·HĪ	Huhurere Tukukino	sp_38	8.15	9.04																																																						peak	fe_197		Hīhī																																		
pn_zo_80-4			zo_80	Whangamatā	4	Kaitarakihi		Kaitarakihi	KAI-TArakihi	Huhurere Tukukino	sp_38	10.23	11.55																																																						peak	fe_197		Kaitarakihi																																		
pn_zo_80-5			zo_80	Whangamatā	5	Mataora		Mataora	maTA·Ora	Huhurere Tukukino	sp_38	12.57	13.54																																																						bay	fe_15		Mataora Bay					block	fe_20		Mataora Block																										
pn_zo_80-6			zo_80	Whangamatā	6	Moana-anuanu		Moana-anuanu	MOAna-Anu·anu	Huhurere Tukukino	sp_38	14.79	16.62	Moanuanu																		Moanuanu																																			river	fe_231		Moana-anuanu River																																		
pn_zo_80-7			zo_80	Whangamatā	7	Motutāpere		Motutāpere	MOtu-TĀpere	Huhurere Tukukino	sp_38	18.05	19.31																																																						peak	fe_197		Motutāpere																																		
pn_zo_80-8			zo_80	Whangamatā	8	Onemana		Onemana	One-MAna	Huhurere Tukukino	sp_38	20.47	21.54																																																						beach	fe_16		Onemana Beach					locality	fe_154		Onemana																										
pn_zo_80-9			zo_80	Whangamatā	9	Ōtahu		Ōtahu	Ō-TAhu	Huhurere Tukukino	sp_38	22.58	23.53																																																						river	fe_231		Ōtahu River																																		
pn_zo_80-10			zo_80	Whangamatā	10	Ōturu		Ōturu	Ō-TUru	Huhurere Tukukino	sp_38	24.50	25.49																																																						marae	fe_156		Ōturu Marae					locality	fe_154		Ōturu																										
pn_zo_80-11			zo_80	Whangamatā	11	Ōtūwhetī		Ōtūwhetī	Ō-TŪ-WHEtī	Huhurere Tukukino	sp_38	26.69	28.03																																																						stream	fe_268		Ōtūwhetī Stream																																		
pn_zo_80-12			zo_80	Whangamatā	12	Parakiwai		Parakiwai	PAra-ki-WAI	Huhurere Tukukino	sp_38	29.53	30.59																				Parakawai																																		peak	fe_197		Parakiwai																																		
pn_zo_80-13			zo_80	Whangamatā	13	Puketūī		Puketūī	PUke-TŪī	Huhurere Tukukino	sp_38	31.68	32.76																																																						peak	fe_197		Puketūī																																		
pn_zo_80-14			zo_80	Whangamatā	14	Ruahine		Ruahine	RUAhine	Huhurere Tukukino	sp_38	33.49	34.49																																																						peak	fe_197		Ruahine																																		
pn_zo_80-15			zo_80	Whangamatā	15	Tairua		Tairua	TAI-RUA	Huhurere Tukukino	sp_38	35.54	36.32																																																						river	fe_231		Tairua River					forest	fe_94		Tairua Forest																										
pn_zo_80-16			zo_80	Whangamatā	16	Te Ramarama		Te Ramarama	te RAma·rama	Huhurere Tukukino	sp_38	37.86	38.94																																																						river	fe_231		Te Ramarama River																																		
pn_zo_80-17			zo_80	Whangamatā	17	Waiharakeke		Waiharakeke	WAI-HArakeke	Huhurere Tukukino	sp_38	40.28	41.53																																																						river	fe_231		Waiharakeke River					stream	fe_268		Waiharakeke Stream			locality	fe_154		Waiharakeke																				
pn_zo_80-18			zo_80	Whangamatā	18	Waimana		Waimana	WAI-MAna	Huhurere Tukukino	sp_38	42.79	43.75																																																						bay	fe_15		Waimana Bay																																		
pn_zo_80-19			zo_80	Whangamatā	19	Whangamatā		Whangamatā	WHAnga-MAtā	Huhurere Tukukino	sp_38	45.17	46.26																																																						harbour	fe_115		Whangamatā Harbour					town	fe_282		Whangamatā																										
pn_zo_80-20			zo_80	Whangamatā	20	Wharekawa		Wharekawa	WHArekawa	Huhurere Tukukino	sp_38	47.38	48.22																																																						river	fe_231		Wharekawa River					harbour	fe_115		Wharekawa Harbour			locality	fe_154		Wharekawa																				
pn_zo_80-21			zo_80	Whangamatā	21	Whiritoa		Whiritoa	WHIri-TOA	Huhurere Tukukino	sp_38	49.56	50.51																																																						locality	fe_154		Whiritoa																																		
pn_zo_80-22			zo_80	Whangamatā	22	Whitianga		Whitianga	WHItianga	Huhurere Tukukino	sp_38	51.37	52.25	Whitianga Mai ā Kupe	Whitianga Mai ā Kupe	WHItianga MAI ā KUpe	Te Aue Davis	sp_114	52.98	54.57	Whitianga Mai ō te Rā	Whitianga Mai ō te Rā	WHItianga MAI o te RĀ	Te Aue Davis	sp_114	55.11	57.08																																								harbour	fe_115		Whitianga Harbour					town	fe_282		Whitianga																										
pn_zo_81-0			zo_81	Mercury Bay	0	Intro		Zone 81: Mercury Bay		Hugh Young	sp_37	0.68	2.81															Zone 81: Mercury Bay																																																																												
pn_zo_81-1			zo_81	Mercury Bay	1	Ahikōpua		Ahikōpua	Ahi-KŌpua	Te Aue Davis	sp_114	4.59	6.09																								on Great Mercury Island	Great Mercury Island	gr_0-37																												point	fe_203		Ahikōpua Point																																		
pn_zo_81-2			zo_81	Mercury Bay	2	Arimāwhai		Arimāwhai	Ari-MĀwhai	Te Aue Davis	sp_114	7.24	8.30																								on Great Mercury Island	Great Mercury Island	gr_0-37																												point	fe_203		Arimāwhai Point																																		
pn_zo_81-3			zo_81	Mercury Bay	3	Ātiu		Ātiu	Ātiu	Te Aue Davis	sp_114	9.29	10.08															Green Island																																							island	fe_134		Green Island																																		
pn_zo_81-4			zo_81	Mercury Bay	4	Hāhei		Hāhei	HĀhei	Te Aue Davis	sp_114	11.12	11.93																																																						locality	fe_154		Hāhei																																		
pn_zo_81-5			zo_81	Mercury Bay	5	Heretaura		Heretaura	HEre-TAUra	Te Aue Davis	sp_114	12.92	13.94																																																						point	fe_203		Heretaura Point																																		
pn_zo_81-6			zo_81	Mercury Bay	6	Hikuai		Hikuai	HIkuai	Te Aue Davis	sp_114	14.80	15.59																																																						locality	fe_154		Hikuai																																		
pn_zo_81-7			zo_81	Mercury Bay	7	Hongiora		Hongiora	HOngiora	Te Aue Davis	sp_114	16.59	17.30															an Alderman Island																																							island	fe_134		Hongiora, Pauanui																																		
pn_zo_81-8			zo_81	Mercury Bay	8	Huruhi		Huruhi	HUruhi	Te Aue Davis	sp_114	18.94	19.57																								on Great Mercury Island	Great Mercury Island	gr_0-37																												harbour	fe_115		Huruhi Harbour																																		
pn_zo_81-9			zo_81	Mercury Bay	9	Kaimārama		Kaimārama	KAI-MĀrama	Te Aue Davis	sp_114	20.94	21.83																																																						locality	fe_154		Kaimārama																																		
pn_zo_81-10			zo_81	Mercury Bay	10	Kapowai		Kapowai	KApowai	Te Aue Davis	sp_114	23.12	23.86																																																						river	fe_231		Kapowai River																																		
pn_zo_81-11			zo_81	Mercury Bay	11	Kauwera		Kauwera	KAUwera	Te Aue Davis	sp_114	25.14	25.87																																																						point	fe_203		Kauwera Point																																		
pn_zo_81-12			zo_81	Mercury Bay	12	Kāwhitihū		Kāwhitihū	KĀwhiti-HŪ	Te Aue Davis	sp_114	27.05	28.17															Stanley Island																																							island	fe_134		Stanley Island																																		
pn_zo_81-13			zo_81	Mercury Bay	13	Koaotunua		Koaotunua	KOao-TUnua	Te Aue Davis	sp_114	29.05	30.13	Kuaotunu															Kuaotunu				Kuaotunu																																		beach	fe_16		Koaotunua Beach					locality	fe_154		Koaotunua																										
pn_zo_81-14			zo_81	Mercury Bay	14	Korapuki		Korapuki	KOra-PUki	Te Aue Davis	sp_114	31.78	32.66																																																						island	fe_134		Korapuki Island																																		
pn_zo_81-15			zo_81	Mercury Bay	15	Māhakirau		Māhakirau	MĀhaki-RAU	Te Aue Davis	sp_114	33.71	34.78																																																						locality	fe_154		Māhakirau																																		
pn_zo_81-16			zo_81	Mercury Bay	16	Mahana		Mahana	MAhana	Te Aue Davis	sp_114	36.11	36.82																																																						community	fe_57		Mahana																																		
pn_zo_81-17			zo_81	Mercury Bay	17	Māhinapua		Māhinapua	MĀhina-PUA	Te Aue Davis	sp_114	37.85	38.87																																																						bay	fe_15		Māhinapua Bay																																		
pn_zo_81-18			zo_81	Mercury Bay	18	Mahurangi		Mahurangi	MAhurangi	Te Aue Davis	sp_114	40.15	40.97																																																						island	fe_134		Mahurangi Island																																		
pn_zo_81-19			zo_81	Mercury Bay	19	Matapāua		Matapāua	MAta-PĀua	Te Aue Davis	sp_114	42.18	43.15																																																						bay	fe_15		Matapāua Bay																																		
pn_zo_81-20			zo_81	Mercury Bay	20	Matarangi		Matarangi	MAtarangi	Te Aue Davis	sp_114	44.57	45.41																																																						beach	fe_16		Matarangi Beach					locality	fe_154		Matarangi																										
pn_zo_81-21			zo_81	Mercury Bay	21	Mohi		Mohi	MOhi	Te Aue Davis	sp_114	46.42	47.03																								on Great Mercury Island	Great Mercury Island	gr_0-37																												mountain	fe_177		Mount Mohi																																		
pn_zo_81-22			zo_81	Mercury Bay	22	Motueka		Motueka	MOtueka	Te Aue Davis	sp_114	48.08	48.92																																																						island	fe_134		Motueka Island																																		
pn_zo_81-23			zo_81	Mercury Bay	23	Motukōranga		Motukōranga	MOtu-KŌranga	Te Aue Davis	sp_114	50.25	51.29																																																						island	fe_134		Motukōranga Island																																		
pn_zo_81-24			zo_81	Mercury Bay	24	Motukōruenga		Motukōruenga	MOtu-KŌruenga	Te Aue Davis	sp_114	52.21	53.41																																																						island	fe_134		Motukōruenga Island																																		
pn_zo_81-25			zo_81	Mercury Bay	25	Motumānga		Motumānga	MOtu-MĀnga	Te Aue Davis	sp_114	55.00	55.91															The Twins																																							island	fe_134		The Twins																																		
pn_zo_81-26			zo_81	Mercury Bay	26	Moturehi		Moturehi	MOtu-REhi	Te Aue Davis	sp_114	56.43	57.38															Double Island																																							island	fe_134		Double Island																																		
pn_zo_81-27			zo_81	Mercury Bay	27	Ngāhoro		Ngāhoro	NGĀhoro	Te Aue Davis	sp_114	57.95	58.83															an Alderman Island																																							island	fe_134		Ngāhoro Island																																		
pn_zo_81-28			zo_81	Mercury Bay	28	Ngārahutūnoa		Ngārahutūnoa	NGĀrahu-TŪ-noa	Te Aue Davis	sp_114	59.87	61.61																																																						stream	fe_268		Ngārahutūnoa Stream																																		
pn_zo_81-29			zo_81	Mercury Bay	29	Ōhena		Ōhena	Ōhena	Te Aue Davis	sp_114	62.28	62.93	Ohinau							Ohinau-iti								Ohinau / Ohinau-iti			Ohinau / Ohinau-iti																																			islands	fe_134	1	Ōhena Islands																																		
pn_zo_81-30			zo_81	Mercury Bay	30	Ōhui		Ōhui	Ō-HUI	Te Aue Davis	sp_114	64.40	65.18																																																						locality	fe_154		Ōhui																																		
pn_zo_81-31			zo_81	Mercury Bay	31	Ōmaro		Ōmaro	ō-MAro	Te Aue Davis	sp_114	65.76	66.67																																																						spit	fe_254		Ōmaro Spit																																		
pn_zo_81-32			zo_81	Mercury Bay	32	Opito		Opito	Opito	Te Aue Davis	sp_114	67.43	68.22																																																						bay	fe_15		Opito Bay					point	fe_203		Opito Point																										
pn_zo_81-33			zo_81	Mercury Bay	33	Opitonui		Opitonui	Opito-NUI	Te Aue Davis	sp_114	68.92	69.91																																																						river	fe_231		Opitonui River																																		
pn_zo_81-34			zo_81	Mercury Bay	34	Ōpoutama		Ōpoutama	ō-POUtama	Te Aue Davis	sp_114	70.69	71.66																																																						beach	fe_16		Ōpoutama Beach																																		
pn_zo_81-35			zo_81	Mercury Bay	35	Ōpoutere		Ōpoutere	ō-POU-TEre	Te Aue Davis	sp_114	72.40	73.44																																																						locality	fe_154		Ōpoutere																																		
pn_zo_81-36			zo_81	Mercury Bay	36	Ōtama		Ōtama	Ōtama	Te Aue Davis	sp_114	74.27	75.03																																																						beach	fe_16		Ōtama Beach					locality	fe_154		Ōtama																										
pn_zo_81-37			zo_81	Mercury Bay	37	Papakai		Papakai	PApa-KAI	Te Aue Davis	sp_114	76.34	77.13																																																						peak	fe_197		Papakai																																		
pn_zo_81-38			zo_81	Mercury Bay	38	Parakau		Parakau	PAra-KAU	Te Aue Davis	sp_114	78.16	78.86																																																						river	fe_231		Parakau River																																		
pn_zo_81-39			zo_81	Mercury Bay	39	Paritū		Paritū	Pari-TŪ	Te Aue Davis	sp_114	79.82	80.63																																																						locality	fe_154		Paritū																																		
pn_zo_81-40			zo_81	Mercury Bay	40	Pāuanui		Pāuanui	PĀua-NUI	Te Aue Davis	sp_114	81.40	82.31																																																						point	fe_203		Pāuanui Point					beach	fe_16		Pāuanui Beach			locality	fe_154		Pāuanui																				
pn_zo_81-41			zo_81	Mercury Bay	41	Pukekotaretare		Pukekotaretare	PUke-ko-TAre·tare	Te Aue Davis	sp_114	83.04	84.28																																																						locality	fe_154		Pukekotaretare																																		
pn_zo_81-42			zo_81	Mercury Bay	42	Pūrangi		Pūrangi	PŪrangi	Te Aue Davis	sp_114	85.40	86.15																																																						locality	fe_154		Pūrangi																																		
pn_zo_81-43			zo_81	Mercury Bay	43	Repanga		Repanga	REpanga	Te Aue Davis	sp_114	86.99	87.62															Cuiver Island																																							island	fe_134		Cuiver Island																																		
pn_zo_81-44			zo_81	Mercury Bay	44	Ruahine		Ruahine	RUAhine	Te Aue Davis	sp_114	88.64	89.33																																																						peak	fe_197		Ruahine																																		
pn_zo_81-45			zo_81	Mercury Bay	45	Ruamāhuaiti		Ruamāhuaiti	RUA-MĀhua-Iti	Te Aue Davis	sp_114	91.05	92.45															an Alderman island																																							island	fe_134		Ruamāhuaiti Island																																		
pn_zo_81-46			zo_81	Mercury Bay	46	Ruamāhuanui		Ruamāhuanui	RUA-MĀhua-NUI	Te Aue Davis	sp_114	93.57	94.80															an Alderman island																																							island	fe_134		Ruamāhuanui Island																																		
pn_zo_81-47			zo_81	Mercury Bay	47	Tairua		Tairua	TAIrua	Te Aue Davis	sp_114	95.58	96.27																																																						river	fe_231		Tairua River					harbour	fe_115		Tairua Harbour			locality	fe_154		Tairua																				
pn_zo_81-48			zo_81	Mercury Bay	48	Tapuaetahi		Tapuaetahi	TApuae-TAhi	Te Aue Davis	sp_114	97.30	98.33																																																						bay	fe_15		Tapuaetahi Bay																																		
pn_zo_81-49			zo_81	Mercury Bay	49	Tawatawa		Tawatawa	TAwa·tawa	Te Aue Davis	sp_114	99.21	100.00																																																						locality	fe_154		Tawatawa																																		
pn_zo_81-50			zo_81	Mercury Bay	50	Te Ahuahu		Te Ahuahu	Te Ahu·ahu	Te Aue Davis	sp_114	101.51	102.37															Great Mercury Island																																							island	fe_134		Great Mercury Island																																		
pn_zo_81-51			zo_81	Mercury Bay	51	Te Karaka		Te Karaka	te KAraka	Te Aue Davis	sp_114	103.30	104.04																																																						island	fe_134		Te Karaka Island																																		
pn_zo_81-52			zo_81	Mercury Bay	52	Te Orooroa		Te Orooroa	Te Oro-Oroa	Te Aue Davis	sp_114	105.07	106.25																																																						point	fe_203		Te Orooroa Point																																		
pn_zo_81-53			zo_81	Mercury Bay	53	Te PakakēāPaikea		Te PakakēāPaikea	te PAkakē a PAIkea	Te Aue Davis	sp_114	107.53	109.10															Cuiver Island																																							island	fe_134		Cuiver Island																																		
pn_zo_81-54			zo_81	Mercury Bay	54	Te PakakēāTinirau		Te PakakēāTinirau	te PAkakē a TInirau	Te Aue Davis	sp_114	110.12	111.82															Cuiver Island																																							island	fe_134		Cuiver Island																																		
pn_zo_81-55			zo_81	Mercury Bay	55	Te Pupuka		Te Pupuka	te PUpuka	Te Aue Davis	sp_114	113.70	114.53																																																						point	fe_203		Te Pupuka Point																																		
pn_zo_81-56			zo_81	Mercury Bay	56	Te Rerenga		Te Rerenga	te RErenga	Te Aue Davis	sp_114	115.68	116.45																																																						locality	fe_154		Te Rerenga																																		
pn_zo_81-57			zo_81	Mercury Bay	57	Tokarahu		Tokarahu	TOkarahu	Te Aue Davis	sp_114	117.78	118.55																																																						point	fe_203		Tokarahu Point																																		
pn_zo_81-58			zo_81	Mercury Bay	58	Tokaroa		Tokaroa	TOkaroa	Te Aue Davis	sp_114	119.79	120.61																																																						point	fe_203		Tokaroa Point																																		
pn_zo_81-59			zo_81	Mercury Bay	59	Ururoarahi		Ururoarahi	Uru-ROArahi	Te Aue Davis	sp_114	121.76	122.84																								on Great Mercury Island	Great Mercury Island	gr_0-37																												point	fe_203		Ururoarahi Point																																		
pn_zo_81-60			zo_81	Mercury Bay	60	Waitāia		Waitāia	WAI-TĀIa	Te Aue Davis	sp_114	123.70	124.77																																																						peak	fe_197		Waitāia																																		
pn_zo_81-61			zo_81	Mercury Bay	61	Waiwawā		Waiwawā	WAI-WAwā	Te Aue Davis	sp_114	125.61	126.83																																																						river	fe_231		Waiwawā River																																		
pn_zo_81-62			zo_81	Mercury Bay	62	Whākau		Whākau	WHĀkau	Te Aue Davis	sp_114	127.93	128.66															Red Mercury Island																																							island	fe_134		Red Mercury Island																																		
pn_zo_81-63			zo_81	Mercury Bay	63	Whāngamārōrō		Whāngamārōrō	WHĀnga-MĀrōrō	Te Aue Davis	sp_114	129.79	131.16																																																						river	fe_231		Whāngamārōrō River																																		
pn_zo_81-64			zo_81	Mercury Bay	64	Whāngapōua		Whāngapōua	WHĀnga-PŌUa	Te Aue Davis	sp_114	132.24	133.46																																																						harbour	fe_115		Whāngapōua Harbour					beach	fe_16		Whāngapōua Beach			locality	fe_154		Whāngapōua																				
pn_zo_81-65			zo_81	Mercury Bay	65	Wharekaho		Wharekaho	WHArekaho	Te Aue Davis	sp_114	134.41	135.15																																																						beach	fe_16		Wharekaho Beach																																		
pn_zo_81-66			zo_81	Mercury Bay	66	Wharekawa		Wharekawa	WHAre-KAwa	Te Aue Davis	sp_114	136.24	137.13																																																						river	fe_231		Wharekawa River					harbour	fe_115		Wharekawa Harbour			locality	fe_154		Wharekawa																				
pn_zo_81-67			zo_81	Mercury Bay	67	Whauwhau		Whauwhau	WHAU·WHAU	Te Aue Davis	sp_114	138.08	138.82																																																						beach	fe_16		Whauwhau Beach					stream	fe_268		Whauwhau Stream																										
pn_zo_81-68			zo_81	Mercury Bay	68	Whenuakite		Whenuakite	WHEnua-KIte	Te Aue Davis	sp_114	139.79	140.77	Te Whenua i kitea te manu a Tamapahore	Te Whenua i kitea te manu a Tamapahore	te WHEnua i Kitea te MAnu a TAma-PAhore	Te Aue Davis	sp_114	141.83	145.12																																															river	fe_231		Whenuakite River					locality	fe_154		Whenuakite																										
pn_zo_82-0			zo_82	Kennedy Bay	0	Intro		Zone 82: Kennedy Bay		Hugh Young	sp_37	1.54	3.77															Zone 82: Kennedy Bay																																																																												
pn_zo_82-1			zo_82	Kennedy Bay	1	Ahirere		Ahirere	Ahirere	Pakariki Harrison	sp_81	6.10	6.77																																																					historic	pā	fe_191		Ahirere																																		
pn_zo_82-2			zo_82	Kennedy Bay	2	Anarake		Anarake	Ana-RAke	Pakariki Harrison	sp_81	7.92	8.56																																																						point	fe_203		Anarake Point																																		
pn_zo_82-3			zo_82	Kennedy Bay	3	Ara Tauhou		Ara Tauhou	Ara TAUhou	Pakariki Harrison	sp_81	9.64	10.66															Kennedy Bay																																							bay	fe_15		Kennedy Bay																																		
pn_zo_82-4			zo_82	Kennedy Bay	4	Hāpapawera		Hāpapawera	HĀ-PApawera	Pakariki Harrison	sp_81	12.03	12.96																																																						coast	fe_54		Hāpapawera					stream	fe_268		Hāpapawera Stream																										
pn_zo_82-5			zo_82	Kennedy Bay	5	Harataunga		Harataunga	HAra-TAUnga	Pakariki Harrison	sp_81	14.04	14.74															Kennedy Bay																																							bay	fe_15		Kennedy Bay					river	fe_231		Harataunga River			locality	fe_154		Harataunga																				
pn_zo_82-6			zo_82	Kennedy Bay	6	Kohutara		Kohutara	KOhutara	Pakariki Harrison	sp_81	16.33	17.02	Kahutara															Kahutara				Kahutara																																		peak	fe_197		Kohutara																																		
pn_zo_82-7			zo_82	Kennedy Bay	7	Konaki		Konaki	KOnaki	Pakariki Harrison	sp_81	18.34	18.89																																																						peak	fe_197		Konaki																																		
pn_zo_82-8			zo_82	Kennedy Bay	8	Kōpurukaitaha		Kōpurukaitaha	KŌpuru-KAItaha	Pakariki Harrison	sp_81	20.55	21.57																																																						stream	fe_268		Kōpurukaitaha Stream																																		
pn_zo_82-9			zo_82	Kennedy Bay	9	Motukuku		Motukuku	MOtukuku	Pakariki Harrison	sp_81	22.98	23.57																																																						peak	fe_197		Motukuku																																		
pn_zo_82-10			zo_82	Kennedy Bay	10	Ōhau		Ōhau	Ō-HAU	Pakariki Harrison	sp_81	24.82	25.43																																																						bay	fe_15		Ōhau Bay																																		
pn_zo_82-11			zo_82	Kennedy Bay	11	Ōmoho		Ōmoho	Ō-MOho	Pakariki Harrison	sp_81	26.66	27.22																																																						creek	fe_71		Ōmoho Creek																																		
pn_zo_82-12			zo_82	Kennedy Bay	12	Pākore		Pākore	PĀkore	Pakariki Harrison	sp_81	28.46	29.06																																																						stream	fe_268		Pākore Stream				historic	pā site	fe_192		Pākore Historic Pā Site																										
pn_zo_82-13			zo_82	Kennedy Bay	13	Pukenui		Pukenui	PUke-NUI	Pakariki Harrison	sp_81	30.39	31.10																																																						point	fe_203		Pukenui Point																																		
pn_zo_82-14			zo_82	Kennedy Bay	14	Tokangāwhā		Tokangāwhā	TOka-NGĀwhā	Pakariki Harrison	sp_81	32.36	33.25																																																						point	fe_203		Tokangāwhā Point																																		
pn_zo_82-15			zo_82	Kennedy Bay	15	Tokatea		Tokatea	TOkatea	Pakariki Harrison	sp_81	34.44	35.11																																																						peak	fe_197		Tokatea																																		
pn_zo_82-16			zo_82	Kennedy Bay	16	Tuateawa		Tuateawa	TUA-te-Awa	Pakariki Harrison	sp_81	36.47	37.19																																																						stream	fe_268		Tuateawa Stream					locality	fe_154		Tuateawa																										
pn_zo_82-17			zo_82	Kennedy Bay	17	Waihīrere		Waihīrere	WAI-HĪrere	Pakariki Harrison	sp_81	38.55	39.31																																																						stream	fe_268		Waihīrere Stream					waterfall	fe_301		Waihīrere Waterfall																										
pn_zo_82-18			zo_82	Kennedy Bay	18	Waikoromiko		Waikoromiko	WAI-KOromiko	Pakariki Harrison	sp_81	40.63	41.55																																																						stream	fe_268		Waikoromiko Stream																																		
pn_zo_82-19			zo_82	Kennedy Bay	19	Whanake		Whanake	WHAnake	Pakariki Harrison	sp_81	42.78	43.36																																																						point	fe_203		Whanake Point																																		
pn_zo_83-0			zo_83	Cape Colville	0	Intro		Zone 83: Cape Colville		Hugh Young	sp_37	1.18	3.57															Zone 83: Cape Colville																																																																												
pn_zo_83-1			zo_83	Cape Colville	1	Karuna																						Karuna Falls	Karuna							Not a Maori word (Sanskrit for "compassionate action")																															falls	fe_84		Karuna Falls					community	fe_57		Karuna Community			locality	fe_154		Karuna Falls																				
pn_zo_83-2			zo_83	Cape Colville	2	Moehau		Moehau	MOEhau	Tai Turoa	sp_104	5.48	6.38	Te Moenga Hau ā Tama te Kapua	Te Moenga Hau ā Tama te Kapua	te MOEnga HAU a TAma te KApua	Tai Turoa	sp_104	7.06	9.19																																															range	fe_218		Moehau Range					peak	fe_197		Moehau																										
pn_zo_83-3			zo_83	Cape Colville	3	Motukokopū		Motukokopū	MOtu-KOkopū	Huhurere Tukukino	sp_38	11.22	12.64																																																						island	fe_134		Motukokopū Island																																		
pn_zo_83-4			zo_83	Cape Colville	4	Ōkahutai		Ōkahutai	ō-KAhu-TAI	Huhurere Tukukino	sp_38	13.58	14.79															Stony Bay																																							bay	fe_15		Stony Bay					port	fe_206		Port Charles																										
pn_zo_83-5			zo_83	Cape Colville	5	Ōtāutu		Ōtāutu	ō-TĀutu	Huhurere Tukukino	sp_38	15.67	16.87																																																						bay	fe_15		Ōtāutu Bay					locality	fe_154		Ōtāutu																										
pn_zo_83-6			zo_83	Cape Colville	6	Poihākena		Poihākena	poiHĀkena	Huhurere Tukukino	sp_38	17.87	19.06															Port Jackson																																							port	fe_206		Port Jackson																																		
pn_zo_83-7			zo_83	Cape Colville	7	Pōtiki		Pōtiki	PŌtiki	Huhurere Tukukino	sp_38	20.05	21.12																																																						bay	fe_15		Pōtiki Bay																																		
pn_zo_83-8			zo_83	Cape Colville	8	Rauporoa		Rauporoa	RAUpo-ROA	Huhurere Tukukino	sp_38	21.85	22.93																																																						bay	fe_15		Rauporoa Bay																																		
pn_zo_83-9			zo_83	Cape Colville	9	Tahāruru		Tahāruru	TA-HĀruru	Huhurere Tukukino	sp_38	23.82	25.08																																																						bay	fe_15		Tahāruru Bay																																		
pn_zo_83-10			zo_83	Cape Colville	10	Te Anaputa		Te Anaputa	te Ana-PUta	Huhurere Tukukino	sp_38	25.72	27.04																																																						caves	fe_42	1	Te Anaputa Caves																																		
pn_zo_83-11			zo_83	Cape Colville	11	Te Kupenga ā Taramainuku		Te Kupenga ā Taramainuku	te KUpenga a TAra-MAInuku	Huhurere Tukukino	sp_38	28.02	30.25																																																						reef	fe_222		Te Kupenga ā Taramainuku Reef																																		
pn_zo_83-12			zo_83	Cape Colville	12	Te Pāhi		Te Pāhi	te PĀhi	Huhurere Tukukino	sp_38	31.27	32.19																																																						stream	fe_268		Te Pāhi Stream					locality	fe_154		Te Pāhi																										
pn_zo_83-13			zo_83	Cape Colville	13	Te Pito o te Kupenga ā Taramainuku		Te Pito o te Kupenga ā Taramainuku	te PIto o te KUpenga a TAra-MAInuku	Te Aue Davis	sp_114	32.84	35.92																																																						island	fe_134		Te Pito o te Kupenga ā Taramainuku																																		
pn_zo_83-14			zo_83	Cape Colville	14	Te Tihi ō Moehau		Te Tihi ō Moehau	te TIhi ō MOE-HAU	Huhurere Tukukino	sp_38	36.60	38.24																																																						peak	fe_197		Te Tihi ō Moehau																																		
